chem_id,DTXCID209612,DTXCID209612_units,pred_class,ACT,AUC,pval,DTXCID50778,DTXCID50778_units,DTXCID405975,DTXCID405975_units,DTXCID00809691,DTXCID00809691_units,DTXCID101327,DTXCID101327_units,DTXCID104176,DTXCID104176_units,DTXCID109600,DTXCID109600_units,DTXCID7012535,DTXCID7012535_units,DTXCID601717,DTXCID601717_units,DTXCID7014496,DTXCID7014496_units,DTXCID40759,DTXCID40759_units,DTXCID901780,DTXCID901780_units,DTXCID9012359,DTXCID9012359_units,DTXCID4012649,DTXCID4012649_units,DTXCID60242,DTXCID60242_units,DTXCID901808,DTXCID901808_units
DEV:mortality,no_effect,,TN,0.497,0.0,0.975,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,300.0,mg/kg/day,200.0,mg/kg/day,no_data,,no_data,,no_effect,,no_effect,,50.0,mg/kg/day,no_data,
DEV:offspring survival early other,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:other,no_effect,,TN,0.16,0.0,0.85,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,600.0,mg/kg/day,no_effect,,no_effect,,no_data,
DEV:postimplantation loss,no_effect,,TN,0.183,0.0,0.855,no_data,,no_data,,no_data,,no_data,,no_data,,180.0,mg/kg/day,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:pregnancy,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:preimplantation loss,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:premature delivery,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:reproductive performance other,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:resorptions,no_effect,,TN,0.157,0.0,0.88,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,50.0,mg/kg/day,no_data,
DEV:sex ratio,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:spinal cord,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:stomach,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,750.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
DEV:thymus,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,no_data,,no_data,
DEV:trunk,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:uterus,no_effect,,TN,0.343,0.0,0.945,no_data,,no_data,,no_data,,no_data,,no_data,,180.0,mg/kg/day,no_data,,no_effect,,no_effect,,no_data,,no_data,,1000.0,mg/kg/day,no_effect,,no_effect,,no_data,
DEV:vagina,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,300.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:[other],no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:aborted,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:adrenal gland,no_effect,,Neg,0.158,0.0,0.83,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,1016.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_data,
MGR:all gross anomalies,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:birth index,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:body weight,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,20.0,mg/kg/day,no_data,,591.76,mg/kg/day,no_data,,385.0,mg/kg/day,no_data,,1150.0,mg/kg/day,326.4,mg/kg/day,no_data,,4.25,mg/kg/day,no_data,
MGR:brain,no_effect,,Neg,0.459,0.0,0.495,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,1150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
MGR:cervix,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
MGR:clinical signs,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:coagulating gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
MGR:corpora lutea,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
"MGR:cytochrome p450, nos",pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1016.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
MGR:dead fetuses,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:dystocia,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:epididymis,no_effect,,Neg,0.158,0.0,0.815,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,1016.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_data,
MGR:estrous cycle,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
MGR:fertility,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:food consumption,no_effect,,Neg,0.363,0.0,0.93,no_data,,no_data,,no_data,,no_data,,20.0,mg/kg/day,no_data,,1169.16,mg/kg/day,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:gestation index,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:gestational length,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:heart,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,272.7,mg/kg/day,no_data,,no_data,,no_data,
MGR:implantations,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:kidney,pos_effect,,Pos,0.63,0.0,0.645,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,1150.0,mg/kg/day,0.7,mg/kg/day,no_data,,no_data,,no_data,
MGR:lactation index,no_effect,,Neg,0.177,0.0,0.86,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,1254.96,mg/kg/day,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:litter size,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:litter viability other,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:live fetuses,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:liver,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,20.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,1016.0,mg/kg/day,68.1,mg/kg/day,no_data,,no_data,,no_data,
MGR:mating,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:mortality,no_effect,,Neg,0.167,0.0,0.815,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,385.0,mg/kg/day,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:nipple development,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
MGR:offspring survival early other,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:ovary,no_effect,,Neg,0.177,0.0,0.81,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,1410.08,mg/kg/day,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:oviduct,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
MGR:pituitary gland,no_effect,,Neg,0.316,0.125,0.905,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,1150.0,mg/kg/day,326.4,mg/kg/day,no_data,,no_effect,,no_data,
MGR:postimplantation loss,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:precoital interval,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:pregnancy,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:pregnancy index,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:preimplantation loss,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:premature delivery,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:preputial separation,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,
MGR:prostate,no_effect,,Neg,0.158,0.0,0.825,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,1150.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_data,
MGR:reproductive performance other,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:resorptions,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:seminal vesicle,no_effect,,Neg,0.158,0.0,0.775,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,1150.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_data,
MGR:sex ratio,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:sperm measure,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,20.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,197.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
MGR:spleen,no_effect,,Neg,0.459,0.0,0.495,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,1150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
MGR:stomach,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,35.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
MGR:testes,no_effect,,Neg,0.335,0.0,0.965,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,1254.96,mg/kg/day,no_data,,no_effect,,no_data,,no_effect,,272.7,mg/kg/day,no_data,,no_effect,,no_data,
MGR:testosterone,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,197.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
MGR:thymus,no_effect,,Neg,0.459,0.0,0.47,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,1150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
MGR:uterus,no_effect,,Neg,0.158,0.0,0.84,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,267.0,mg/kg/day,no_effect,,no_data,,no_effect,,no_data,
MGR:vagina,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
MGR:vaginal opening,no_effect,,Neg,0.459,0.0,0.54,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,1375.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,
MGR:viability index,no_effect,,Neg,0.177,0.0,0.805,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,1254.96,mg/kg/day,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_effect,,no_data,
SAC:adrenal gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:albumin,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:blood clotting,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:body weight,pos_effect,,Pos,0.678,0.0,0.665,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,10.0,mg/kg/day,no_data,,250.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:bone,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:bone marrow,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:brain,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:cholesterol,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:clinical signs,pos_effect,,Pos,0.678,0.0,0.68,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,10.0,mg/kg/day,no_data,,125.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:clitoral gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:creatinine,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:epididymis,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:erythrocyte (rbc) count differential,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:esophagus,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:eye,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:food consumption,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,10.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:full gross necropsy,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:gallbladder,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:general,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:glucose,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:harderian gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:heart,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:hematocrit (hct),no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:hemoglobin (hgb),no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:intestine large,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:intestine small,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:kidney,pos_effect,,Pos,0.664,0.0,0.66,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,,no_effect,,0.184,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:lactic acid dehydrogenase (ldh),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,160.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:larynx,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:leukocyte (wbc) count differential,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,160.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:liver,pos_effect,,Pos,0.664,0.0,0.65,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,,no_effect,,0.031,mg/kg/day,no_data,,no_data,,no_data,,no_data,
SAC:lung,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:lymph node,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:mammary gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:mortality,pos_effect,,Pos,0.678,0.0,0.64,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,160.0,mg/kg/day,no_data,,2000.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:nerve,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:nose,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:ovary,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:pancreas,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:parathyroid gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:pituitary gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:platelet,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,160.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:potassium,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:preputial gland,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:prostate,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:protein,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
SAC:salivary glands,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:seminal vesicle,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:skeletal muscle,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:skin,no_effect,,Neg,0.343,0.0,0.665,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
SAC:sodium,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
