chem_id,DTXCID209612,DTXCID209612_units,pred_class,ACT,AUC,pval,DTXCID50778,DTXCID50778_units,DTXCID405975,DTXCID405975_units,DTXCID00809691,DTXCID00809691_units,DTXCID101327,DTXCID101327_units,DTXCID104176,DTXCID104176_units,DTXCID109600,DTXCID109600_units,DTXCID7012535,DTXCID7012535_units,DTXCID601717,DTXCID601717_units,DTXCID7014496,DTXCID7014496_units,DTXCID40759,DTXCID40759_units,DTXCID901780,DTXCID901780_units,DTXCID9012359,DTXCID9012359_units,DTXCID4012649,DTXCID4012649_units,DTXCID60242,DTXCID60242_units,DTXCID901808,DTXCID901808_units
CHR:adrenal gland,no_effect,,Neg,0.195,0.0,0.995,no_effect,,no_effect,,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,250.0,mg/kg/day,no_effect,,no_effect,,75.0,mg/kg/day,no_effect,,no_data,
CHR:alanine aminotransferase (alt/sgpt),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,0.57,mg/kg/day,no_data,,no_data,,40.0,mg/kg/day,no_data,
CHR:albumin,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,
CHR:albumin-globulin ratio,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,54.8,mg/kg/day,no_data,
CHR:appearance and color,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:aspartate aminotransferase (ast/sgot),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,0.57,mg/kg/day,no_data,,no_data,,40.0,mg/kg/day,no_data,
CHR:bilirubin,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,
CHR:blood,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,
CHR:body weight,pos_effect,,Pos,0.928,0.0,0.89,150.0,mg/kg/day,75.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,968.0,mg/kg/day,500.0,mg/kg/day,0.369,mg/kg/day,446.37,mg/kg/day,300.0,mg/kg/day,40.0,mg/kg/day,no_data,
CHR:bone,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
CHR:bone marrow,no_effect,,Neg,0.209,0.0,0.845,no_data,,75.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:brain,no_effect,,Neg,0.072,0.0,0.915,no_effect,,no_effect,,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:calcium,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,2.0,mg/kg/day,no_data,
CHR:cholesterol,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,1.425,mg/kg/day,no_data,,no_data,,no_data,,no_data,
CHR:clinical signs,no_effect,,Neg,0.272,0.0,0.995,no_effect,,75.0,mg/kg/day,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,0.123,mg/kg/day,no_effect,,no_effect,,40.0,mg/kg/day,no_data,
CHR:clitoral gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
CHR:creatinine,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,
CHR:ear,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:epididymis,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:erythrocyte (rbc) count differential,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,
CHR:esophagus,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:eye,no_effect,,Neg,0.08,0.0,0.84,no_effect,,150.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:follicle stimulating hormone (fsh),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
CHR:food consumption,no_effect,,Neg,0.408,0.0,0.93,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,2847.0,mg/kg/day,no_data,,no_effect,,446.37,mg/kg/day,no_effect,,no_effect,,no_data,
CHR:full gross necropsy,no_effect,,Neg,0.059,0.0,0.885,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,54.8,mg/kg/day,no_data,
CHR:gallbladder,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
CHR:globulins,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,54.8,mg/kg/day,no_data,
CHR:glucose,no_effect,,Neg,0.195,0.0,0.76,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,2.0,mg/kg/day,no_data,
CHR:harderian gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
CHR:heart,no_effect,,Neg,0.08,0.0,0.86,no_effect,,150.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:intestine large,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:intestine small,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:kidney,pos_effect,,Pos,0.868,0.0,0.96,75.0,mg/kg/day,37.5,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,250.0,mg/kg/day,650.0,mg/kg/day,87.1,mg/kg/day,no_effect,,54.8,mg/kg/day,no_data,
CHR:lactic acid dehydrogenase (ldh),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,0.57,mg/kg/day,no_data,,no_data,,250.0,mg/kg/day,no_data,
CHR:larynx,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:leukocyte (wbc) count differential,pos_effect,,Pos,0.532,0.0,0.815,no_data,,no_data,,no_data,,25.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,469.0,mg/kg/day,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_data,
CHR:liver,pos_effect,,Pos,0.936,0.0,0.87,500.0,mg/kg/day,18.75,mg/kg/day,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,250.0,mg/kg/day,0.57,mg/kg/day,35.6,mg/kg/day,75.0,mg/kg/day,2.8,mg/kg/day,no_data,
CHR:lung,no_effect,,Neg,0.132,0.0,0.975,no_effect,,no_effect,,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,41.2,mg/kg/day,no_effect,,no_effect,,no_data,
CHR:luteinizing hormone (lh),pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
CHR:lymph node,no_effect,,Neg,0.209,0.0,0.85,no_data,,150.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:lymphocyte,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
CHR:mammary gland,no_effect,,Neg,0.059,0.0,0.915,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,54.8,mg/kg/day,no_data,
CHR:mortality,pos_effect,,Pos,0.745,0.05,0.985,600.0,mg/kg/day,75.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,500.0,mg/kg/day,0.369,mg/kg/day,73.6,mg/kg/day,no_effect,,no_effect,,no_data,
CHR:nerve,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:nose,no_effect,,Neg,0.08,0.0,0.89,no_effect,,37.5,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:occult blood,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:ovary,no_effect,,Neg,0.14,0.0,0.94,no_effect,,75.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,100.0,mg/kg/day,no_effect,,no_data,
CHR:pancreas,no_effect,,Neg,0.203,0.0,0.995,no_effect,,75.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,500.0,mg/kg/day,no_effect,,212.4,mg/kg/day,no_effect,,no_effect,,no_data,
CHR:parathyroid gland,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:ph,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:pharynx,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:phosphorus,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,250.0,mg/kg/day,no_data,
CHR:pituitary gland,no_effect,,Neg,0.123,0.0,0.975,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,250.0,mg/kg/day,no_effect,,no_effect,,0.6,mg/kg/day,no_effect,,no_data,
CHR:preputial gland,no_effect,,Neg,0.083,0.0,0.79,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,500.0,mg/kg/day,no_effect,,no_data,,no_data,,no_data,,no_data,
CHR:prostate,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:protein,no_effect,,Neg,0.195,0.0,0.765,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,250.0,mg/kg/day,no_data,
CHR:salivary glands,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:seminal vesicle,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:skeletal muscle,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
CHR:skin,no_effect,,Neg,0.182,0.0,0.995,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,500.0,mg/kg/day,0.123,mg/kg/day,no_effect,,no_effect,,54.8,mg/kg/day,no_data,
CHR:sodium,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,40.0,mg/kg/day,no_data,
CHR:specific gravity/osmolality,no_effect,,Neg,0.21,0.0,0.805,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,469.0,mg/kg/day,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:spinal cord,no_effect,,Neg,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:spleen,no_effect,,Neg,0.08,0.0,0.865,no_effect,,150.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:stomach,no_effect,,Neg,0.266,0.0,0.99,no_effect,,37.5,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,968.0,mg/kg/day,250.0,mg/kg/day,no_effect,,no_effect,,no_effect,,12.05,mg/kg/day,no_data,
CHR:testes,no_effect,,Neg,0.064,0.0,0.915,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,968.0,mg/kg/day,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:thymus,no_effect,,Neg,0.095,0.0,0.81,no_effect,,no_effect,,no_data,,12.5,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
CHR:thyroid gland,no_effect,,Neg,0.124,0.07142857142857145,0.95,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,114.0,mg/kg/day,no_effect,,no_effect,,no_effect,,3.0,mg/kg/day,no_effect,,no_data,
CHR:tongue,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_data,,no_data,
CHR:trachea,no_effect,,Neg,0.0,0,1,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
CHR:triglycerides,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,0.57,mg/kg/day,no_data,,no_data,,no_data,,no_data,
CHR:urea nitrogen,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,35.6,mg/kg/day,no_data,,250.0,mg/kg/day,no_data,
CHR:urinary bladder,no_effect,,Neg,0.139,0.0,0.98,no_effect,,150.0,mg/kg/day,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_effect,,2.0,mg/kg/day,no_data,
CHR:uterus,no_effect,,Neg,0.06,0.0,0.89,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,100.0,mg/kg/day,no_effect,,no_data,
CHR:vagina,no_effect,,Neg,0.074,0.0,0.85,no_effect,,no_effect,,no_data,,no_effect,,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_effect,,no_data,,300.0,mg/kg/day,no_data,,no_data,
CHR:volume,no_effect,,Neg,0.21,0.0,0.755,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,no_effect,,no_effect,,no_effect,,no_effect,,no_data,
DEV:aborted,no_effect,,TN,0.169,0.0,0.825,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,200.0,mg/kg/day,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:all gross anomalies,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:birth index,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:body weight,500.0,mg/kg/day,TP,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,120.0,mg/kg/day,no_data,,100.0,mg/kg/day,200.0,mg/kg/day,no_data,,no_data,,400.0,mg/kg/day,300.0,mg/kg/day,50.0,mg/kg/day,no_data,
DEV:bone,500.0,mg/kg/day,FN,0.32,0.0,0.985,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,200.0,mg/kg/day,300.0,mg/kg/day,no_effect,,no_data,
DEV:clinical signs,1000.0,mg/kg/day,FN,0.488,0.5,0.34,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,100.0,mg/kg/day,no_effect,,no_data,,no_data,,200.0,mg/kg/day,no_effect,,50.0,mg/kg/day,no_data,
DEV:corpora lutea,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:dead fetuses,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:dystocia,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:estrous cycle,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,200.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
DEV:eye,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,300.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
DEV:food consumption,1000.0,mg/kg/day,TP,0.648,0.1,0.905,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,300.0,mg/kg/day,no_effect,,no_data,,no_data,,200.0,mg/kg/day,300.0,mg/kg/day,50.0,mg/kg/day,no_data,
DEV:full gross necropsy,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:general,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,50.0,mg/kg/day,no_data,
DEV:gestation index,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:implantations,no_effect,,TN,0.169,0.0,0.87,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,200.0,mg/kg/day,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:intestine large,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,300.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
DEV:litter size,no_effect,,TN,0.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,no_effect,,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:litter viability other,no_effect,,TN,0.169,0.0,0.865,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,200.0,mg/kg/day,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:live fetuses,no_effect,,TN,0.169,0.0,0.83,no_data,,no_data,,no_data,,no_data,,no_data,,no_effect,,no_data,,no_effect,,200.0,mg/kg/day,no_data,,no_data,,no_effect,,no_effect,,no_effect,,no_data,
DEV:liver,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,120.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,300.0,mg/kg/day,no_data,,no_data,
DEV:lung,pos_effect,,Pos,1.0,0,1,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,,750.0,mg/kg/day,no_data,,no_data,,no_data,,no_data,,no_data,,no_data,
